0 1 -0
0.01 1 -4.34797e-18
0.02 1 -8.67878e-18
0.03 1 -1.29753e-17
0.04 1 -1.72207e-17
0.05 1 -2.13981e-17
0.06 1 -2.5491e-17
0.07 1 -2.94834e-17
0.08 1 -3.33594e-17
0.09 1 -3.71037e-17
0.1 1 -4.07016e-17
0.11 1 -4.41388e-17
0.12 1 -4.74019e-17
0.13 1 -5.04779e-17
0.14 1 -5.33547e-17
0.15 1 -5.60209e-17
0.16 1 -5.8466e-17
0.17 1 -6.06804e-17
0.18 1 -6.26553e-17
0.19 1 -6.4383e-17
0.2 1 -6.58565e-17
0.21 1 -6.70702e-17
0.22 1 -6.80191e-17
0.23 1 -6.86996e-17
0.24 1 -6.9109e-17
0.25 1 -6.92457e-17
0.26 1 -6.9109e-17
0.27 1 -6.86996e-17
0.28 1 -6.80191e-17
0.29 1 -6.70702e-17
0.3 1 -6.58565e-17
0.31 1 -6.4383e-17
0.32 1 -6.26553e-17
0.33 1 -6.06804e-17
0.34 1 -5.8466e-17
0.35 1 -5.60209e-17
0.36 1 -5.33547e-17
0.37 1 -5.04779e-17
0.38 1 -4.74019e-17
0.39 1 -4.41388e-17
0.4 1 -4.07016e-17
0.41 1 -3.71037e-17
0.42 1 -3.33594e-17
0.43 1 -2.94834e-17
0.44 1 -2.5491e-17
0.45 1 -2.13981e-17
0.46 1 -1.72207e-17
0.47 1 -1.29753e-17
0.48 1 -8.67878e-18
0.49 1 -4.34797e-18
0.5 1 -8.48015e-33
0.51 1 4.34797e-18
0.52 1 8.67878e-18
0.53 1 1.29753e-17
0.54 1 1.72207e-17
0.55 1 2.13981e-17
0.56 1 2.5491e-17
0.57 1 2.94834e-17
0.58 1 3.33594e-17
0.59 1 3.71037e-17
0.6 1 4.07016e-17
0.61 1 4.41388e-17
0.62 1 4.74019e-17
0.63 1 5.04779e-17
0.64 1 5.33547e-17
0.65 1 5.60209e-17
0.66 1 5.8466e-17
0.67 1 6.06804e-17
0.68 1 6.26553e-17
0.69 1 6.4383e-17
0.7 1 6.58565e-17
0.71 1 6.70702e-17
0.72 1 6.80191e-17
0.73 1 6.86996e-17
0.74 1 6.9109e-17
0.75 1 6.92457e-17
0.76 1 6.9109e-17
0.77 1 6.86996e-17
0.78 1 6.80191e-17
0.79 1 6.70702e-17
0.8 1 6.58565e-17
0.81 1 6.4383e-17
0.82 1 6.26553e-17
0.83 1 6.06804e-17
0.84 1 5.8466e-17
0.85 1 5.60209e-17
0.86 1 5.33547e-17
0.87 1 5.04779e-17
0.88 1 4.74019e-17
0.89 1 4.41388e-17
0.9 1 4.07016e-17
0.91 1 3.71037e-17
0.92 1 3.33594e-17
0.93 1 2.94834e-17
0.94 1 2.5491e-17
0.95 1 2.13981e-17
0.96 1 1.72207e-17
0.97 1 1.29753e-17
0.98 1 8.67878e-18
0.99 1 4.34797e-18
1 1 1.69603e-32
0 0.99 -0
0.01 0.99 -0.00111465
0.02 0.99 -0.00222491
0.03 0.99 -0.00332638
0.04 0.99 -0.00441473
0.05 0.99 -0.00548565
0.06 0.99 -0.00653492
0.07 0.99 -0.00755841
0.08 0.99 -0.00855206
0.09 0.99 -0.00951196
0.1 0.99 -0.0104343
0.11 0.99 -0.0113155
0.12 0.99 -0.012152
0.13 0.99 -0.0129406
0.14 0.99 -0.0136781
0.15 0.99 -0.0143616
0.16 0.99 -0.0149885
0.17 0.99 -0.0155561
0.18 0.99 -0.0160624
0.19 0.99 -0.0165053
0.2 0.99 -0.0168831
0.21 0.99 -0.0171942
0.22 0.99 -0.0174375
0.23 0.99 -0.017612
0.24 0.99 -0.0177169
0.25 0.99 -0.0177519
0.26 0.99 -0.0177169
0.27 0.99 -0.017612
0.28 0.99 -0.0174375
0.29 0.99 -0.0171942
0.3 0.99 -0.0168831
0.31 0.99 -0.0165053
0.32 0.99 -0.0160624
0.33 0.99 -0.0155561
0.34 0.99 -0.0149885
0.35 0.99 -0.0143616
0.36 0.99 -0.0136781
0.37 0.99 -0.0129406
0.38 0.99 -0.012152
0.39 0.99 -0.0113155
0.4 0.99 -0.0104343
0.41 0.99 -0.00951196
